flight_id,origin,destination,aircraft_type,assigned_aircraft,std,sta,flight_duration,passengers,forced_delay,c_cancel,c_delay_per_min
FL-1697,BLR,AMD,A320,VT-AC154,1261,1374,113,153,0,679386,894
FL-1698,GOI,CCU,A320,VT-AC101,1262,1367,105,176,0,804702,874
FL-1699,COK,BOM,B737,VT-AC203,1262,1397,135,164,0,778197,819
FL-1700,BLR,GOI,A320,VT-AC157,1265,1374,109,155,0,746292,819
FL-1701,GOI,MAA,A321,VT-AC177,1266,1398,132,189,0,763774,829
FL-1702,COK,BOM,A320,VT-AC103,1266,1371,105,173,0,726385,651
FL-1703,MAA,BOM,A320,VT-AC114,1267,1387,120,166,0,756095,761
FL-1704,GOI,BOM,ATR72,VT-AC211,1270,1335,65,68,0,413530,819
FL-1705,HYD,PNQ,A321,VT-AC188,1275,1399,124,203,0,834519,817
FL-1706,MAA,BLR,A320,VT-AC135,1275,1330,55,169,0,706188,870
FL-1707,AMD,BLR,A320,VT-AC111,1278,1393,115,154,0,747315,883
FL-1708,COK,DEL,B737,VT-AC193,1280,1475,195,164,0,780915,763
FL-1709,HYD,BLR,ATR72,VT-AC216,1280,1350,70,65,0,398885,731
FL-1710,DEL,PNQ,A321,VT-AC186,1285,1405,120,204,0,878512,902
FL-1711,AMD,HYD,B737,VT-AC209,1286,1421,135,175,0,827395,716
FL-1712,DEL,BOM,A320,VT-AC127,1287,1412,125,166,0,717650,939
FL-1713,BLR,CCU,A321,VT-AC172,1291,1441,150,216,0,962442,924
FL-1714,BOM,MAA,A320,VT-AC139,1297,1412,115,174,0,845605,919
FL-1715,PNQ,BOM,A321,VT-AC182,1300,1407,107,193,0,789189,791
FL-1716,GOI,DEL,B737,VT-AC208,1302,1457,155,181,0,730600,720
FL-1717,CCU,DEL,A320,VT-AC107,1304,1444,140,158,0,773542,670
FL-1718,BLR,CCU,A320,VT-AC153,1306,1456,150,173,0,824298,663
FL-1719,BOM,HYD,A320,VT-AC147,1306,1391,85,173,0,719898,783
FL-1720,BLR,MAA,A320,VT-AC129,1307,1362,55,171,0,821604,804
FL-1721,PNQ,AMD,A320,VT-AC133,1308,1423,115,149,0,740829,937
FL-1722,DEL,BLR,A321,VT-AC185,1309,1469,160,187,0,887701,668
FL-1723,BLR,PNQ,ATR72,VT-AC218,1309,1424,115,59,0,377580,782
FL-1724,DEL,BOM,A320,VT-AC134,1311,1436,125,169,0,815391,829
FL-1725,BLR,BOM,A321,VT-AC161,1313,1413,100,213,0,962039,666
FL-1726,DEL,BOM,A321,VT-AC180,1316,1441,125,209,0,895642,713
FL-1727,BLR,DEL,ATR72,VT-AC220,1317,1482,165,65,0,407480,832
FL-1728,BLR,PNQ,A321,VT-AC190,1317,1421,104,209,0,878843,928
FL-1729,BOM,HYD,B737,VT-AC205,1321,1406,85,160,0,767452,802
FL-1730,DEL,PNQ,A320,VT-AC116,1321,1441,120,155,0,719923,791
FL-1731,PNQ,BOM,A320,VT-AC120,1325,1448,123,171,0,775887,660
FL-1732,BOM,DEL,A320,VT-AC117,1325,1455,130,174,0,802870,748
FL-1733,BOM,MAA,A320,VT-AC109,1326,1441,115,168,0,777732,836
FL-1734,CCU,BLR,A321,VT-AC179,1326,1481,155,204,0,905259,842
FL-1735,DEL,COK,A321,VT-AC167,1332,1522,190,213,0,988223,767
FL-1736,GOI,BLR,B737,VT-AC210,1333,1443,110,180,0,851195,688
FL-1737,BLR,AMD,A320,VT-AC156,1333,1431,98,156,0,729808,695
FL-1738,BLR,HYD,A321,VT-AC165,1334,1404,70,213,0,1000351,680
FL-1739,BLR,HYD,B737,VT-AC201,1336,1406,70,170,0,778810,949
FL-1740,DEL,BOM,A321,VT-AC176,1337,1462,125,201,0,820248,884
FL-1741,DEL,BLR,ATR72,VT-AC219,1337,1497,160,60,0,374509,841
FL-1742,DEL,AMD,B737,VT-AC195,1337,1427,90,171,0,787569,802
FL-1743,BOM,BLR,A321,VT-AC175,1338,1433,95,186,0,802296,745
FL-1744,DEL,BOM,A321,VT-AC173,1338,1463,125,207,0,870083,825
FL-1745,BLR,PNQ,B737,VT-AC207,1339,1472,133,170,0,721427,859
FL-1746,PNQ,MAA,A320,VT-AC148,1340,1452,112,154,0,764168,721
FL-1747,BLR,BOM,B737,VT-AC200,1343,1443,100,180,0,763247,696
FL-1748,PNQ,BLR,A320,VT-AC126,1343,1459,116,167,0,708455,739
FL-1749,DEL,BLR,A320,VT-AC132,1344,1504,160,164,0,768234,845
FL-1750,DEL,GOI,B737,VT-AC192,1346,1496,150,166,0,690832,852
FL-1751,CCU,BLR,B737,VT-AC198,1347,1502,155,178,0,843128,826
FL-1752,BLR,MAA,A320,VT-AC137,1348,1403,55,156,0,770377,811
FL-1753,DEL,HYD,A321,VT-AC166,1349,1479,130,205,0,938211,741
FL-1754,AMD,BLR,A320,VT-AC158,1350,1462,112,174,0,830381,809
FL-1755,CCU,BOM,A320,VT-AC104,1350,1510,160,148,0,633306,948
FL-1756,BOM,BLR,A320,VT-AC150,1350,1445,95,169,0,747122,665
FL-1757,CCU,DEL,A320,VT-AC102,1351,1491,140,160,0,716218,889
FL-1758,BOM,PNQ,A320,VT-AC136,1353,1491,138,158,0,710800,704
FL-1759,DEL,BOM,A321,VT-AC181,1354,1479,125,211,0,992000,866
FL-1760,DEL,GOI,A321,VT-AC163,1354,1504,150,195,0,857559,747
FL-1761,BOM,AMD,A321,VT-AC183,1354,1483,129,184,0,825259,657
FL-1762,COK,MAA,B737,VT-AC199,1355,1455,100,163,0,725947,695
FL-1763,AMD,COK,ATR72,VT-AC215,1355,1438,83,59,0,350663,876
FL-1764,DEL,PNQ,A320,VT-AC149,1357,1477,120,152,0,656422,815
FL-1765,BLR,DEL,B737,VT-AC191,1358,1523,165,164,0,771639,833
FL-1766,GOI,BOM,A320,VT-AC108,1359,1424,65,172,0,731074,748
FL-1767,CCU,BLR,A320,VT-AC110,1359,1514,155,173,0,813769,736
FL-1768,BOM,GOI,A320,VT-AC151,1359,1424,65,154,0,749405,731
FL-1769,BOM,BLR,A321,VT-AC162,1361,1456,95,187,0,847167,763
FL-1770,PNQ,HYD,A320,VT-AC115,1362,1446,84,162,0,712623,865
FL-1771,AMD,BOM,A320,VT-AC141,1362,1465,103,154,0,765325,841
FL-1772,BOM,AMD,A321,VT-AC184,1362,1486,124,182,0,804677,827
FL-1773,COK,AMD,B737,VT-AC204,1364,1455,91,178,0,789031,740
FL-1774,BLR,BOM,A321,VT-AC164,1365,1465,100,200,0,869564,700
FL-1775,HYD,DEL,A320,VT-AC152,1366,1496,130,158,0,756075,823
FL-1776,COK,BOM,A320,VT-AC140,1366,1461,95,156,0,750116,890
FL-1777,DEL,AMD,ATR72,VT-AC212,1366,1456,90,69,0,417028,713
FL-1778,BLR,BOM,ATR72,VT-AC214,1367,1467,100,63,0,352243,704
FL-1779,BLR,PNQ,A320,VT-AC118,1367,1472,105,161,0,739520,677
FL-1780,CCU,DEL,A320,VT-AC106,1369,1509,140,163,0,793100,703
FL-1781,BLR,PNQ,A320,VT-AC143,1370,1497,127,169,0,708836,830
FL-1782,BOM,PNQ,A320,VT-AC155,1372,1501,129,170,0,733501,797
FL-1783,CCU,DEL,A321,VT-AC189,1374,1514,140,197,0,800697,819
FL-1784,BLR,DEL,A320,VT-AC135,1375,1540,165,167,0,749414,807
FL-1785,COK,CCU,A320,VT-AC138,1375,1483,108,162,0,747430,836
FL-1786,DEL,BLR,A320,VT-AC119,1376,1536,160,161,0,669404,797
FL-1787,BLR,DEL,A320,VT-AC160,1378,1543,165,152,0,652868,865
FL-1788,BLR,GOI,A320,VT-AC128,1379,1482,103,162,0,786787,734
